Lon,Lat,Clave,Edo,Est,Tmax
-99.22,24.99,PAMNL,NL,La Pamona N.L.,24.30357143
-100.55,25.03,SRANL,NL,San Rafael N.L.,21.58064516
-100.13,25.43,LBCNL,NL,La Boca N.L.,21.12962963
-99.53,25.5,LERNL,NL,Las Enramadas N.L.,21.66666667
-100.2,25.52,ECSNL,NL,El Cerrito N.L.,21.78571429
-100.27,25.68,MTRNL,NL,Monterrey N.L.,21.875
-100.3,25.73,OBSNL,NL,Observatorio de Nuevo León N.L.,22.63461538
-100.27,25.8,CANNL,NL,El Canadá N.L.,22.03846154
-100.17,25.95,CDFNL,NL,Ciénega de Flores N.L.,20.77586207
-99.2,26.02,MDRNL,NL,Madero N.L.,21.44
-99.61,26.09,CRVNL,NL,Cerralvo N.L.,19.27586207
-100.13,27.24,ANHNL,NL,Anáhuac N.L.,18.73076923
-96.48,15.67,PTAOX,OAX,Puerto Ángel Oax.,32.99354839
-94.22,16.4,ZANOX,OAX,Zanatepec Oax.,34.91935484
-95.6,16.42,TEQOX,OAX,Tequisistlán Oax.,34.41935484
-94.4,16.5,OSTOX,OAX,Ostuta Oax.,33.56666667
